StockCode,Description,ReturnRate,TotalUnits
85162C,WHITE RETRODISC LAMPSHADE,0.0,904.0
47579,TEA TIME BREAKFAST BASKET,0.0053,187.0
21337,SILVER WASHBAG,0.0,33.0
72484,ROSES IN WHITE HEART CANDLE,0.0,1818.0
37494A,FAIRY CAKE CERAMIC BUTTER DISH,0.0202,247.0
20906,VINTAGE NOTEBOOK BEAUTY GIRL,0.0,103.0
85032A,ROMANTIC IMAGES GIFT WRAP SET,0.0,1448.0
85018D,YULETIDE IMAGES S/6 PAPER BOXES,0.0256,820.0
84708B,PINK JEWELLED PHOTO FRAME,0.0,142.0
21391,FRENCH EMROIDR LAVENDER SCENT HEART,0.0,350.0
90035C,"PEARL & SHELL 42""NECKL. IVORY",0.0,28.0
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,0.0,60.0
21077,SET/20 WOODLAND PAPER NAPKINS,0.0,2793.0
90035B,"PEARL & SHELL 42""NECKL. PINK",0.0,43.0
79163,BLACK CHAMPAGNE GLASS,0.0059,1856.0
72779,SET/6 BLACK ROSE T-LIGHT CANDLES,0.0,49.0
85230G,ORANGE VOTIVE CANDLE,0.027,1776.0
72024U,LILAC VOTIVE CANDLE,0.0,220.0
84969,ASSORTED COLOUR SET 6 TEASPOONS,0.011,273.0
22309,TEA COSY RED  STRIPE,0.019,1370.0
21973,SET OF 36 MUSHROOM PAPER DOILIES,0.0077,1689.0
35918B,BLUE FLORIBUNDA EGG WARMER,0.0909,11.0
85032D,YULETIDE IMAGES GIFT WRAP SET,0.01,1205.0
20990,SPRING FLOWER CHOPSTICKS SET/5,0.0011,896.0
35914,PINK CHICK EGG WARMER + EGG CUP,0.0,246.0
47590A,BLUE HAPPY BIRTHDAY BUNTING,0.0375,5018.0
35610B,BLACK CHRISTMAS FLOCK DROPLET,0.0,179.0
85168B,BLACK BAROQUE CARRIAGE CLOCK,0.0,73.0
85168A,WHITE BAROQUE CARRIAGE CLOCK,0.0,22.0
21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,0.0308,325.0
84795E,RIO PINK STRIPE HAMMOCK,0.0,10.0
21937,STRAWBERRY   PICNIC BAG,0.0139,4181.0
22047,EMPIRE GIFT WRAP,0.0292,8550.0
21676,FLOWERS  STICKERS,0.0,1212.0
85226A,WHITE/BLUE PULL BACK RACING CAR,0.0255,1762.0
78056,CAMOUFLAGE BACKPACK ON WHEELS,0.4,5.0
21146,ANTIQUE GLASS RIDGED HANGING BALL,0.0025,803.0
22084,PAPER CHAIN KIT EMPIRE,0.0123,8990.0
85177,BASKET OF FLOWERS SEWING KIT,0.0005,1839.0
22097,SWALLOW SQUARE TISSUE BOX,0.009,2119.0
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,0.0,18.0
90129B,TURQUOISE GLASS TASSLE BAG CHARM,0.0,150.0
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,0.0178,169.0
84874B,BLUE TRAVEL FIRST AID KIT,0.0,87.0
72754D,F FAIRY POTPOURRI CUSHIONS SUMMER,0.0,1.0
20818,GOLD TEDDY BEAR,0.0,87.0
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,0.1736,13824.0
85185C,COW  SOCK PUPPET,0.0,58.0
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,0.0,169.0
84497,BUTTONS AND STRIPES NOTEBOOK,0.0,100.0
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,0.1047,898.0
47592A,CAROUSEL DES CHILD'S OVERALL,0.0,257.0
47593B,SCOTTIES DESIGN BABY BIB,0.0,195.0
21158,MOODY GIRL DOOR HANGER,0.0358,2710.0
47420,ASSORTED COLOUR SUCTION CUP HOOK,0.0,373.0
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,0.0358,2512.0
37506,NEW ENGLAND MILK JUG W GIFT BOX,0.0,34.0
22129,PARTY CONES CANDY TREE DECORATION,0.0064,2822.0
21632,VINTAGE PINK DECORATIVE PARASOL,0.0074,135.0
47503G,ASS FLORAL PRINT TAPE MEASURE,0.0,284.0
84620,BLUE GINGHAM ROSE CUSHION COVER,0.0,123.0
22341,LOVE GARLAND PAINTED ZINC,0.2556,4679.0
22342,HOME GARLAND PAINTED ZINC,0.0366,1915.0
72818,CHRISTMAS DECOUPAGE CANDLE,0.0144,2501.0
90148,LONG SILVER NECKLACE PASTEL FLOWER,0.0667,30.0
90139,FLOWER BROOCH 4 ASSORTED COLOURS,0.0,23.0
90203,SILVER CHARM NECKLACE 70CM,0.0135,74.0
90180A,BLACK+WHITE NECKLACE W TASSEL,0.0217,46.0
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,0.0404,99.0
90155,RESIN NECKLACE W PASTEL BEADS,0.0,30.0
84688,BEACH HUT DESIGN BLACKBOARD,0.1116,475.0
21390,FILIGRIS HEART WITH BUTTERFLY,0.0068,11100.0
35809B,ENAMEL BLUE RIM TEA CONTAINER,0.0,104.0
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,0.0383,339.0
90214A,"LETTER ""A"" BLING KEY RING",0.0267,225.0
22061,LARGE CAKE STAND  HANGING STRAWBERY,0.0499,2304.0
21972,SET OF 36 DINOSAUR PAPER DOILIES,0.0019,1058.0
21211,SET OF 72 SKULL PAPER  DOILIES,0.0049,2434.0
90002E,FLOWER BURST SILVER RING GREEN,0.1429,21.0
90002B,FLOWER BURST SILVER RING ROSE,0.0,22.0
90002D,FLOWER BURST SILVER RING CRYSTAL,0.0179,112.0
90002C,FLOWER BURST SILVER RING MIDN'T BLU,0.0571,35.0
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,0.0,60.0
90190A,SILVER/CRYSTAL DROP EARRINGS W LEAF,0.0,44.0
90072,RUBY DROP CHANDELIER EARRINGS,0.0,44.0
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,0.0,52.0
47570,ENGLISH ROSE TABLE CLOTH,0.0,220.0
84247K,"FOLK ART GREETING CARD,pack/12",0.125,88.0
21468,BUTTERFLY CROCHET FOOD COVER,0.003,674.0
85185F,LION SOCK PUPPET,0.0,37.0
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,0.0837,1530.0
47556,SET/2 SPOTTY + ROSE TEA TOWELS,0.0,1.0
22210,WOOD STAMP SET BEST WISHES,0.0092,1633.0
84818,DANISH ROSE PHOTO FRAME,0.0564,1897.0
21350,GINGHAM HEART WREATH,0.0087,229.0
21010,ETCHED GLASS BIRD TREE DECORATION,0.0138,868.0
71038,WHITE HANGING BEADS CANDLE HOLDER,0.0175,742.0
21873,IF YOU CAN'T STAND THE HEAT MUG,0.0419,2170.0
21872,GLAMOROUS  MUG,0.0068,5160.0
21874,GIN AND TONIC MUG,0.0044,6518.0
85159B,"WHITE TEA,COFFEE,SUGAR JARS",0.0558,699.0
85169B,BLACK LOVE BIRD CANDLE,0.0,483.0
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,0.0266,301.0
85212,MINI PAINTED GARDEN DECORATION,0.0,2872.0
72739C,DARK CHOCOLATE SCENTCANDLE,0.0712,351.0
72740A,LARGE STRAWBERRY CHOCOLATE CANDLE,0.0,65.0
81952V,ROUND PURPLE CLOCK W/SUCKER,0.0,99.0
82599,FANNY'S REST STOPMETAL SIGN,0.0015,2589.0
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",0.0271,811.0
84711B,PINK OVAL SHAPE TRINKET BOX,0.0,39.0
84971S,SMALL HEART FLOWERS HOOK,0.0003,6644.0
85098B,BLUE FLYING SINGING CANARY,0.1181,415.0
85130D,BEADED CRYSTAL HEART PINK LARGE,0.0,795.0
85135C,RED DRAGONFLY HELICOPTER,0.011,181.0
90018B,GOLD M.O.P ORBIT DROP EARRINGS,0.0,41.0
90065A,WHITE VINTAGE CRYSTAL BRACELET,0.0345,29.0
90071,RUBY GLASS CLUSTER EARRINGS,0.0,92.0
90133,TEAL/FUSCHIA COL BEAD NECKLACE,0.0,47.0
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,0.0,11.0
90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,0.0,27.0
90195A,PURPLE GEMSTONE BRACELET,0.0625,80.0
90197B,BLACK GLASS BRACELET W HEART CHARMS,0.0,64.0
90201B,BLACK ENAMEL FLOWER RING,0.0769,169.0
90202B,WHITE ENAMEL FLOWER HAIR TIE,0.2,30.0
90211B,JET BLACK LAS VEGAS NECKLACE 45CM,0.0488,41.0
21894,POTTING SHED SEED ENVELOPES,0.0,1352.0
22314,OFFICE MUG WARMER CHOC+BLUE,0.0034,1167.0
35609A,PINK FEATHER CHRISTMAS DECORATION,0.0,447.0
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,0.0238,42.0
37423,WHITE WITH BLACK CATS PLATE,0.3237,9120.0
37492B,BLUE YELLOW FLOWER PIGGY BANK,0.0355,507.0
46775A,BUBBLE GUM CHUNKY KNITTED THROW,0.0119,84.0
84081,WHITE CERAMIC PARTY SET (5PCS),0.0099,101.0
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,0.0,879.0
21666,RIDGED GLASS T-LIGHT HOLDER,0.0017,1770.0
21683,MEDIUM MEDINA STAMPED METAL BOWL,0.001,963.0
21853,GUMBALL CUSTOM CARS TOP TRUMPS GAME,0.0,3.0
21860,DR WHO TOP TRUMPS GAME,0.0,1.0
21936,RED/WHITE SPOT PICNIC BAG,0.0123,1140.0
21974,SET OF 36 PAISLEY FLOWER DOILIES,0.0194,7199.0
21984,PACK OF 12 PINK PAISLEY TISSUES,0.0065,25677.0
21991,BOHEMIAN COLLAGE STATIONERY SET,0.0106,1130.0
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,0.0,1674.0
20996,JAZZ HEARTS ADDRESS BOOK,0.0022,6357.0
21129,SILVER FISHING GNOME,0.0379,132.0
21144,PINK POODLE HANGING DECORATION,0.0215,557.0
21195,PINK  HONEYCOMB PAPER BALL,0.0,1017.0
21220,SET/4 BADGES DOGS,0.0,684.0
21372,MIRRORED WALL ART TABLE LAMP,0.0,158.0
21384,IVORY HANGING DECORATION  BUTTERFLY,0.0,1923.0
21408,SPOTTY PINK DUCK DOORSTOP,0.0069,724.0
16236,KITTY PENCIL ERASERS,0.0104,2694.0
16243B,BROWN COZY SQUARE PHOTO ALBUM,0.0,212.0
16244A,MAXWELL 2 TONE PINK 60 PAGE PHOTO A,0.0,186.0
17096,ASSORTED LAQUERED INCENSE HOLDERS,0.0,6243.0
20617,FIRST CLASS PASSPORT COVER,0.0,499.0
20620,RED SPOTTY PASSPORT COVER,0.0,15.0
20671,BLUE TEATIME PRINT BOWL,0.0,797.0
20672,PINK TEATIME PRINT BOWL,0.0,138.0
20701,PINK CAT FLORAL CUSHION COVER,0.0,353.0
20737,RED MINI TAPE MEASURE,0.0,1.0
20845,ZINC HEART LATTICE 2 WALL PLANTER,0.0,76.0
20954,*USB Office Mirror Ball,0.0,3.0
90010B,BLACK/WHITE GLASS/SILVER BRACELET,0.0152,66.0
90011D,PURPLE CRYSTAL DROP EARRINGS,0.0,5.0
90013B,BLACK VINTAGE EARRINGS,0.0,108.0
90019A,SILVER M.O.P ORBIT BRACELET,0.0,70.0
90024E,NEW BAROQUE B'FLY NECKLACE MONTANA,0.0,16.0
90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,0.0,7.0
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,0.0,23.0
90033,IVORY SHELL HEART EARRINGS,0.0,23.0
90034,WHITE SILVER NECKLACE SHELL GLASS,0.0,6.0
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,0.0588,102.0
90124A,PINK MURANO TWIST NECKLACE,0.0,30.0
90160B,RED BOUDICCA LARGE BRACELET,0.0,71.0
90161B,ANT COPPER TURQ BOUDICCA BRACELET,0.0,152.0
90161C,ANT COPPER LIME BOUDICCA BRACELET,0.0,170.0
90164B,WHITE  ROSEBUD PEARL BRACELET,0.0,67.0
90181C,BLACK GLASS/SHELL/PEARL NECKLACE,0.0,5.0
90183C,BLACK DROP EARRINGS W LONG BEADS,0.0,14.0
90212B,JET BLACK LAS VEGAS BRACELET ROUND,0.0,41.0
85166A,WHITE METAL BAROQUE PHOTO FRAME,0.0128,78.0
10002R,ROBOT PENCIL SHARPNER,0.0,4.0
16202A,PASTEL PINK PHOTO ALBUM,0.3283,987.0
16239,BALLERINA HEART DECORATION.,0.0,347.0
22230,JIGSAW TREE WITH WATERING CAN,0.0332,1716.0
22248,DECORATION  PINK CHICK MAGIC GARDEN,0.0203,1037.0
22260,FELT EGG COSY BLUE RABBIT,0.0101,1592.0
22269,EGG CUP NATURAL CHICKEN,0.0161,1549.0
22293,"SPRING DEC , HANGING CHICK  GREEN",0.0204,1178.0
35096B,RED VICTORIAN FABRIC HEART BOX,0.0,295.0
35598D,PINK/WHITE CHRISTMAS TREE 60CM,0.0006,1765.0
35653,VINTAGE BEAD NOTEBOOK,0.0,320.0
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,0.0,255.0
35967,FOLK ART METAL STAR T-LIGHT HOLDER,0.001,967.0
35968,FOLK ART METAL HEART T-LIGHT HOLDER,0.0309,810.0
35969,FOLKART CROWN TABLE DECORATIONS,0.0,525.0
37467,PIG MUG IN TWO COLOUR DESIGNS,0.0,275.0
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,0.0124,2914.0
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,0.0,715.0
79191D,RETRO PLASTIC DAISY TRAY,0.0861,151.0
79303B,BLUE STAR BLOCK TABLE LAMP,0.0,109.0
82585,SWEET VALENCIA CANDLE+CUP,0.0678,177.0
82605,OLD DOC.RUSSEL METAL SIGN,0.0,41.0
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",0.0037,538.0
84429A,MEDIUM PINK BUDDHA HEAD,0.0,112.0
84569A,PACK 3 IRON ON DOG PATCHES,0.0017,577.0
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,0.0304,428.0
84673A,PINK FLY SWAT,0.002,503.0
84683,CLASSICAL ROSE CANDLESTAND,0.0018,565.0
84685,BEACH HUT KEY CABINET,0.009,443.0
84712B,PINK JEWELLED PHOTO FRAME,0.0,101.0
84907,PINK/YELLOW PATCH CUSHION COVER,0.2,10.0
84913B,MINT GREEN ROSE TOWEL,0.0023,443.0
85017B,ENVELOPE 50 BLOSSOM IMAGES,0.0053,2263.0
17039,INLAID WOOD INCENSE HOLDER,0.0,3707.0
18094C,WHITE/BLUE RECT CERAMIC OIL BURNER,0.0,33.0
20653,CHERRY BLOSSOM LUGGAGE TAG,0.0,2006.0
20735,BLACK MINI TAPE MEASURE,0.0,1545.0
20764,ABSTRACT CIRCLES SKETCHBOOK,0.0057,696.0
20778,GARDEN PATH NOTEBOOK,0.0008,3619.0
20862,PINK PATCH PENCIL CASE BLUE HEART,0.0031,326.0
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,0.0,764.0
20933,YELLOW POT PLANT CANDLE,0.0,505.0
20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,0.0,687.0
21040,MODERN VINTAGE COTTON SHOPPING BAG,0.0,895.0
21065,BOOM BOX SPEAKER GIRLS,0.0113,620.0
21193,WHITE HONEYCOMB PAPER FAN,0.0,111.0
21267,VINTAGE PINK TINSEL REEL,0.0,24.0
21294,ETCHED GLASS COASTER,0.0,2346.0
21563,RED HEART SHAPE LOVE BUCKET,0.0067,2821.0
21595,Dad's Cab Electronic Meter,0.0,11.0
21659,GLASS CAKE STAND,0.032,125.0
21675,BUTTERFLIES STICKERS,0.0065,1841.0
21678,PAISLEY PATTERN  STICKERS,0.0,582.0
21717,EASTER TIN BUCKET,0.0057,1571.0
21723,ALPHABET HEARTS STICKER SHEET,0.0,899.0
21775,DECORATIVE FLORE BATHROOM BOTTLE,0.0045,887.0
21801,CHRISTMAS TREE DECORATION WITH BELL,0.0094,3825.0
21802,CHRISTMAS TREE HEART DECORATION,0.0002,4739.0
21803,CHRISTMAS TREE STAR DECORATION,0.0,4853.0
21823,PAINTED METAL HEART WITH HOLLY BELL,0.0096,2511.0
21824,PAINTED METAL STAR WITH HOLLY BELLS,0.0085,2827.0
21846,PINK DIAMANTE PEN IN GIFT BOX,0.0161,1676.0
21851,LILAC DIAMANTE PEN IN GIFT BOX,0.0,645.0
21944,KITTENS DESIGN FLANNEL,0.0011,1800.0
22067,CHOC TRUFFLE GOLD TRINKET POT,0.0104,1925.0
22094,RED POLKA DOT TISSUE BOX,0.0262,1030.0
22099,CARAVAN SQUARE TISSUE BOX,0.011,2176.0
22100,SKULLS SQUARE TISSUE BOX,0.0,1021.0
90029,NEW BAROQUE SMALL NECKLACE BLACK,0.0417,24.0
21695,SMALL SILVER FLOWER CANDLE POT,0.0015,655.0
21358,TOAST ITS - HAPPY BIRTHDAY,0.0009,1148.0
21262,WHITE GOOSE FEATHER CHRISTMAS TREE,0.0169,651.0
16202B,PASTEL BLUE PHOTO ALBUM,0.3124,1511.0
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,0.0,10.0
46775B,BERRIES CHUNKY KNITTED THROW,0.0,5.0
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,0.0,324.0
85151,WELCOME METAL SIGN,0.0,44.0
20693,FLORAL DINOSAUR GREEN,0.0294,34.0
84705D,CHERRY BLOSSOM PHOTO FRAME,0.0,22.0
84247J,PACK/12 RUSSIAN DOLL CARDS,0.0,10.0
35241,ENAMEL BLUE RIM BISCUIT BIN,0.037,324.0
22265,EASTER DECORATION NATURAL CHICK,0.0,1853.0
79030G,"TUMBLER, NEW ENGLAND",0.0,499.0
21171,BATHROOM METAL SIGN,0.0,1860.0
85129C,BEADED CRYSTAL HEART BLUE SMALL,0.0,420.0
21388,IVORY HANGING DECORATION  CHICKEN,0.0,315.0
84705A,ENGLISH ROSE PHOTO FRAME,0.0,15.0
85163A,WHITE BAROQUE WALL CLOCK,0.0,104.0
85165,CANDY PINK FRENCH BOUDOIR CLOCK,0.0,90.0
84705F,RED PEONY PHOTO FRAME,0.0,10.0
21281,VINTAGE KITCHEN PRINT SEAFOOD,0.294,5225.0
21279,VINTAGE KITCHEN PRINT FRUITS,0.3171,5169.0
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,0.0,636.0
84690,S/2 BEACH HUT STOOLS,0.0667,30.0
21282,NATURAL BARK CANDLE LARGE,0.0315,381.0
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,0.0089,3836.0
85080,PADDED RED HEART DECORATION,0.0,114.0
35603C,SET/16 WHITE SHINY & MATT BAUBLES,0.0,83.0
20793,BLUE TILED TRAY,0.0175,286.0
84750B,BLACK SMALL GLASS CAKE STAND,0.0081,614.0
84765,SILVER ROCOCO CANDELABRA,0.1818,11.0
47563A,RETRO LONGBOARD IRONING BOARD COVER,0.0114,351.0
37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",0.0588,17.0
85025C,PINK HEART SHAPE PHOTO FRAME,0.0027,731.0
35911A,MULTICOLOUR RABBIT EGG WARMER,0.0,389.0
82011B,BATHROOM SCALES RUBBER DUCKS,0.0,94.0
21555,CERAMIC STRAWBERRY TRINKET TRAY,0.0023,432.0
37327,ASSTD MULTICOLOUR CIRCLES MUG,0.0023,1750.0
84875A,PINK SQUARE COMPACT MIRROR,0.0,16.0
35821P,"JEWELLED DECORATION,PINK",0.0,2.0
62018,SOMBRERO,0.0,9570.0
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,0.0651,799.0
90129C,GREEN GLASS TASSLE BAG CHARM,0.0,110.0
20988,TRELLIS FLOWER CHOPSTICKS SET/5,0.0,24.0
84572,6 HOOK JEWEL STAND LILAC DRESS,0.0,1.0
17084N,FAIRY DREAMS INCENSE,0.0,2798.0
21011,GLITTER SNOW PEAR TREE DECORATION,0.0016,1872.0
21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,0.0033,302.0
47569,ENGLISH ROSE DESIGN SHOPPING BAG,0.5,2.0
17084G,MOON INCENSE,0.0,50.0
10080,GROOVY CACTUS INFLATABLE,0.0,315.0
21849,SILVER DIAMANTE PEN IN GIFT BOX,0.127,756.0
20871,OPULENT VELVET SET/3 CANDLES,0.0016,1278.0
21118,SHOPPING BAG DOORSTOP,0.0,69.0
35751D,PINK CURRENT CANDLE RING,0.0,28.0
72038P,PRICE'S CANDLE PEACH,0.0455,1100.0
72750A,"F.FAIRY S/3 CANDLE/GLASS,LILY/VALLY",0.0,177.0
35015,JACOBS LADDER SMALL,0.0,2072.0
90014C,SILVER/BLACK ORBIT NECKLACE,0.0,27.0
20819,SILVER TEDDY BEAR,0.0,229.0
16202E,BLACK PHOTO ALBUM,0.0238,84.0
16201B,PASTEL BLUE PHOTO ALBUM,0.0,34.0
16201A,PASTEL PINK PHOTO ALBUM,0.0194,103.0
20696,FLORAL SOFT CAR TOY,0.0,153.0
85089,CANDY SPOT BUNNY,0.0,104.0
21249,WOOD ANIMALS HEIGHT CHART STICKERS,0.0,6.0
40046A,RED DAISY PAPER LAMPSHADE,0.0,355.0
22182,CAKE STAND VICTORIAN FILIGREE SMALL,0.007,575.0
16202C,BEIGE PHOTO ALBUM,0.0,97.0
85224,ASSORTED COLOUR SILK GLASSES CASE,0.0,2008.0
22078,RIBBON REEL LACE DESIGN,0.0093,4082.0
85007,SET OF 3 VINTAGE TEA TIME BOXES,0.0205,146.0
21076,SET/20 COLLAGE PAPER NAPKIN,0.0012,845.0
22059,CERAMIC STRWBERRY DESIGN MUG,0.0146,2401.0
84569D,PACK 6 HEART/ICE-CREAM PATCHES,0.0009,1060.0
22209,WOOD STAMP SET HAPPY BIRTHDAY,0.0192,1462.0
21402,RED  EGG  SPOON,0.0006,1699.0
21403,BLUE EGG  SPOON,0.0,2326.0
21285,RETRO SPOT CANDLE  MEDIUM,0.0,263.0
17136A,BLUE STONES ON WIRE FOR CANDLE,0.0,795.0
82607A,GLASS BONBON JAR PARFUME AUX FLEURE,0.0262,688.0
82607E,GLASS BONBON JAR. D'AMANDES,0.0098,102.0
72369A,PINK CLEAR GLASS CANDLE PLATE,0.0,67.0
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,0.0214,5948.0
22228,BUNNY WOODEN PAINTED WITH BIRD,0.0198,1764.0
21438,TUB 24 HANGING EASTER EGGS SPOTTY,0.0105,382.0
22270,HAPPY EASTER HANGING DECORATION,0.0362,718.0
22284,HEN HOUSE DECORATION,0.0103,2534.0
21206,STRAWBERRY HONEYCOMB  GARLAND,0.005,2181.0
21203,BUTTERFLIES  HONEYCOMB GARLAND,0.0308,1590.0
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,0.0367,953.0
85179C,PINK BITTY LIGHT CHAIN,0.0,116.0
85179A,GREEN BITTY LIGHT CHAIN,0.0132,227.0
85180A,RED HEARTS LIGHT CHAIN,0.0233,644.0
21123,SET/10 IVORY SPOTTY PARTY CANDLES,0.0,1263.0
85185E,DUCK SOCK PUPPET,0.3333,6.0
16169M,WRAP DAISY CARPET,0.0,2060.0
21629,SQUARE FLOOR CUSHION VINTAGE PINK,0.0,19.0
21769,VINTAGE POST OFFICE CABINET,0.029,138.0
85069,CREAM SWEETHEART DOUBLE SHELF,0.6667,9.0
21696,SMALL SILVER TRELLIS CANDLEPOT,0.0362,828.0
21693,SMALL HAMMERED SILVER CANDLEPOT,0.0,949.0
21651,HANGING GLASS ETCHED TEALIGHT,0.0,1436.0
84993B,75 BLACK PETIT FOUR CASES,0.0,585.0
90083,CRYSTAL CZECH CROSS PHONE CHARM,0.0,52.0
16215,FUNKY GIRLZ MAGNETIC TO DO LIST,0.0,8.0
21380,WOODEN HAPPY BIRTHDAY GARLAND,0.1032,5639.0
15039,SANDALWOOD FAN,0.0052,5146.0
84627,CANDY STRIPE ROSE C/COVER,0.1356,59.0
21276,TWO EMBOSSED HEART MINI DRAWERS,0.0231,693.0
22310,KNITTED MUG COSY IVORY COLOUR,0.0213,611.0
21620,S/4 ROSE    BOTANICAL  CANDLE,0.0,127.0
21690,SILVER  CANDLEPOT JARDIN,0.0,285.0
84537B,FAIRY CAKES GIFT BAG,0.0,117.0
22033,BOTANICAL ROSE GREETING CARD,0.0,1615.0
22032,BOTANICAL LILY GREETING CARD,0.0,980.0
16161M,WRAP  PINK FLOCK,0.0227,1100.0
21450,DISTRESSED CANDLE STICK WHITE,0.4348,23.0
84763,ZINC FINISH 15CM PLANTER POTS,0.0,1638.0
35810A,ENAMEL PINK COFFEE CONTAINER,0.0008,1207.0
35809A,ENAMEL PINK TEA CONTAINER,0.0,1150.0
35811A,ENAMEL PINK SUGAR CONTAINER,0.0046,436.0
21054,NURSE'S BAG SOFT TOY,0.0051,396.0
21056,DOCTOR'S BAG SOFT TOY,0.1279,641.0
20702,PINK PADDED MOBILE,0.0135,814.0
21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,0.1028,107.0
85131A,BEADED PEARL HEART WHITE ON STICK,0.0067,2097.0
21657,MILK BOTTLE WITH GLASS STOPPER,0.0181,277.0
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,0.0004,2285.0
84745A,PINK HANGING GINGHAM EASTER HEN,0.0,74.0
84745B,BLUE HANGING GINGHAM EASTER HEN,0.0,85.0
22292,"SPRING DEC , HANGING CHICK  YELLOW",0.0144,1670.0
22287,"DECORATION , WOBBLY CHICKEN, METAL",0.0,787.0
84882,GREEN WIRE STANDING CANDLE HOLDER,0.0,68.0
21427,SKULLS STORAGE BOX SMALL,0.03,533.0
22332,SKULLS PARTY BAG + STICKER SET,0.0988,4636.0
22053,EMPIRE DESIGN ROSETTE,0.0004,4555.0
10109,BENDY COLOUR PENCILS,0.0,4.0
21910,WAY OUT METAL SIGN,0.0,1067.0
37345,ASSTD HEARTS DESIGN MUGS,0.0,321.0
22204,MILK PAN BLUE RETROSPOT,0.0281,320.0
84509G,FAIRY CAKE PLACEMATS,0.0,82.0
21564,PINK  HEART SHAPE LOVE BUCKET,0.0056,1979.0
22345,PARTY PIZZA DISH BLUE WHITE SPOT,0.0,53.0
22344,PARTY PIZZA DISH PINK WHITE SPOT,0.0,75.0
22346,PARTY PIZZA DISH GREEN WHITE SPOT,0.0,40.0
84687,BEACH HUT SHELF W 3 DRAWERS,0.0217,322.0
21536,DAIRY MAID  SMALL  MILK JUG,0.0304,230.0
90214C,"LETTER ""C"" BLING KEY RING",0.033,182.0
90214D,"LETTER ""D"" BLING KEY RING",0.0,103.0
35953,FOLKART STAR CHRISTMAS DECORATIONS,0.0121,3978.0
21127,COLOURFUL FISHING GNOME,0.0033,299.0
21306,SET/4 DAISY MIRROR MAGNETS,0.027,704.0
84415B,BLUE FLOCK CUSHION COVER,0.0,26.0
37333,"RETRO ""TEA FOR ONE""",0.0,148.0
84989B,75 BLACK FAIRY CAKE CASES,0.0,1020.0
72799A,BLACK PILLAR CANDLE SILVER FLOCK,0.0,612.0
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,0.0049,1026.0
21644,ASSORTED TUTTI FRUTTI HEART BOX,0.0247,1134.0
35824C,"HANGING FLOWERS+MIRROR,CLEAR",0.0,235.0
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",0.0,143.0
84875D,BLUE SQUARE COMPACT MIRROR,0.0,371.0
46000U,POLYESTER FILLER PAD 30CMx30CM,0.0,251.0
84255B,ORANGE COCKTAIL GLASS LAMP,0.0,66.0
46776F,WOVEN ROSE GARDEN CUSHION COVER,0.0,494.0
15060B,FAIRY CAKE DESIGN UMBRELLA,0.0069,1453.0
84912A,PINK ROSE WASHBAG,0.0,1099.0
84922,PINK BUTTERFLY WASHBAG,0.0,342.0
21000,ROSE DU SUD COSMETICS BAG,0.0,696.0
90190B,GOLD/AMBER DROP EARRINGS W LEAF,0.0,45.0
